qid,name,category,country,iso,lat,lon,year,century,wikipedia,image,sitelinks,pageviews,fame_rank
Q750444,Stockholm Palace,palace,Sweden,SE,59.32667,18.07167,1760,18th century,https://en.wikipedia.org/wiki/Stockholm_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Stockholms%20slott%20%28Stockholm%20Palace%29%20%2824831039126%29.jpg?width=1280,44,64110,102
Q482485,Gyeongbokgung,palace,South Korea,KR,37.57988,126.9768,1395,14th century,https://en.wikipedia.org/wiki/Gyeongbokgung,https://commons.wikimedia.org/wiki/Special:FilePath/%EA%B4%91%ED%99%94%EB%AC%B8%20%EC%9B%94%EB%8C%80.jpg?width=1280,44,198389,52
Q859010,Toompea Castle,castle,Estonia,EE,59.43556,24.73722,1201,13th century,https://en.wikipedia.org/wiki/Toompea_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Toompea%20linnus.jpg?width=1280,43,15663,320
Q756098,Royal Castle in Warsaw,castle,Poland,PL,52.24778,21.01417,1598,16th century,"https://en.wikipedia.org/wiki/Royal_Castle,_Warsaw",https://commons.wikimedia.org/wiki/Special:FilePath/Warszawa-Zamek%20Kr%C3%B3lewski.jpg?width=1280,43,52071,125
Q756268,Stirling Castle,castle,Scotland,GB-SCT,56.12389,-3.94778,,,https://en.wikipedia.org/wiki/Stirling_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Stirlingcastle.jpg?width=1280,43,158881,61
Q456817,Amber Fort,palace,India,IN,26.9859,75.8507,1592,16th century,https://en.wikipedia.org/wiki/Amber_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Jaipur%2003-2016%2004%20Amber%20Fort.jpg?width=1280,43,161567,60
Q505950,Holyrood Palace,palace,Scotland,GB-SCT,55.9527,-3.17229,,,https://en.wikipedia.org/wiki/Holyrood_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Holyrood%20Palace%20-%20aerial%20-%202025-04-19%2004.jpg?width=1280,43,163213,59
Q277531,Citadel of Salah Ed-Din,castle,Syria,SY,35.59583,36.05722,,,https://en.wikipedia.org/wiki/Sahyun_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Saone.jpg?width=1280,42,9312,482
Q1048381,Shanhai Pass,castle,People's Republic of China,CN,40.00916,119.75357,1381,14th century,https://en.wikipedia.org/wiki/Shanhai_Pass,https://commons.wikimedia.org/wiki/Special:FilePath/%E6%B2%B3%E5%8C%97%E7%9C%81%20%E5%A4%A9%E4%B8%8B%E7%AC%AC%E4%B8%80%E5%85%B3%20-%20panoramio.jpg?width=1280,42,48533,138
Q1408909,Bahla Fort,fortress,Oman,OM,22.9644,57.3007,,,https://en.wikipedia.org/wiki/Bahla_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Bahla%20Fort.jpg?width=1280,42,15071,331
Q1520849,Bojnice Castle,castle,Slovakia,SK,48.77996,18.57769,1200,12th century,https://en.wikipedia.org/wiki/Bojnice_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bojnice%20Castle%20Slovakia.jpg?width=1280,42,13054,378
Q573656,Schwerin Castle,castle,Germany,DE,53.62417,11.41889,,,https://en.wikipedia.org/wiki/Schwerin_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Schwerin-Schloss-gp.jpg?width=1280,42,46179,149
Q155107,Zwinger,palace,Germany,DE,51.05306,13.73389,1711,18th century,https://en.wikipedia.org/wiki/Zwinger_(Dresden),https://commons.wikimedia.org/wiki/Special:FilePath/Zwinger%20Dresden%20Innenhof.jpg?width=1280,42,33664,182
Q663673,Château de Vincennes,castle,France,FR,48.84278,2.43583,1340,14th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Vincennes,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Vincennes%20Paris%20FRA%20002.jpg?width=1280,41,65200,107
Q639208,Bodiam Castle,castle,England,GB-ENG,51.00226,0.54353,1385,14th century,https://en.wikipedia.org/wiki/Bodiam_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bodiam-castle-10My8-1197.jpg?width=1280,41,135820,69
Q733610,Erebuni Fortress,fortress,Urartu,AM,40.14065,44.53795,-781,8th century BC,https://en.wikipedia.org/wiki/Erebuni_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Erebuni.jpg?width=1280,41,15255,329
Q4055,Château de Blois,palace,France,FR,47.5855,1.33095,1250,13th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_of_Blois,https://commons.wikimedia.org/wiki/Special:FilePath/Loire%20Cher%20Blois1%20tango7174.jpg?width=1280,41,22272,254
Q162052,Linderhof Palace,palace,Germany,DE,47.57162,10.96075,1870,19th century,https://en.wikipedia.org/wiki/Linderhof_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Linderhof-1.jpg?width=1280,41,71959,96
Q739976,Vaux-le-Vicomte,palace,France,FR,48.56583,2.71415,1656,17th century,https://en.wikipedia.org/wiki/Vaux-le-Vicomte,https://commons.wikimedia.org/wiki/Special:FilePath/0%20Maincy%20-%20Ch%C3%A2teau%20de%20Vaux-le-Vicomte%20%282%29.JPG?width=1280,41,65074,110
Q936633,Palais Bourbon,palace,France,FR,48.86207,2.31868,1722,18th century,https://en.wikipedia.org/wiki/Palais_Bourbon,https://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ade%20Palais%20Bourbon%203.jpg?width=1280,41,48430,144
Q141012,Khotyn Fortress,castle,Ukraine,UA,48.52194,26.49833,1325,14th century,https://en.wikipedia.org/wiki/Khotyn_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/73-250-0001%20Khotyn%20Fortress%20RB%2018.jpg?width=1280,40,12862,384
Q153426,Eltz Castle,castle,Germany,DE,50.205,7.33667,,,https://en.wikipedia.org/wiki/Eltz_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Burg%20Eltz%20am%20fr%C3%BChen%20Morgen.jpg?width=1280,40,229477,56
Q322183,Riga Castle,castle,Latvia,LV,56.95095,24.10064,1330,14th century,https://en.wikipedia.org/wiki/Riga_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Riga%20Pils%20Latvia%20%28cropped%29.jpg?width=1280,40,10848,429
Q679292,Hohensalzburg Fortress,castle,Austria,AT,47.795,13.0473,1077,11th century,https://en.wikipedia.org/wiki/Hohensalzburg_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Salzburg%20-%20Festung%20Hohensalzburg.JPG?width=1280,40,67152,108
Q327265,Heidelberg Castle,castle,Germany,DE,49.41056,8.71583,,,https://en.wikipedia.org/wiki/Heidelberg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Heidelberg-Schlo%C3%9F.JPG?width=1280,40,82259,90
Q482423,Hwaseong Fortress,palace,South Korea,KR,37.28073,127.0102,,,https://en.wikipedia.org/wiki/Hwaseong_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Hwaseong%20Fortress%2C%20Suwon%2C%20Gyeonggi-do%2C%20Republic%20of%20Korea%20%282%29.jpg?width=1280,40,51441,139
Q530129,Royal Palace of Aranjuez,palace,Spain,ES,40.03636,-3.60818,,,https://en.wikipedia.org/wiki/Royal_Palace_of_Aranjuez,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20Real%20de%20Aranjuez%20%285%29.jpg?width=1280,40,23081,253
Q935116,Sandringham House,palace,England,GB-ENG,52.82972,0.51389,1865,19th century,https://en.wikipedia.org/wiki/Sandringham_House,https://commons.wikimedia.org/wiki/Special:FilePath/Sandringham%20House%20in%20Norfolk%20-%20aerial%20image.jpg?width=1280,40,532058,49
Q940733,Christiansborg Palace,palace,Denmark,DK,55.67583,12.57889,1740,18th century,https://en.wikipedia.org/wiki/Christiansborg_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Christiansborg%20Slot.jpg?width=1280,40,76758,94
Q648629,Nagoya Castle,castle,Japan,JP,35.18556,136.89861,1532,16th century,https://en.wikipedia.org/wiki/Nagoya_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Nagoya%20Castle%28Larger%29.jpg?width=1280,40,44358,159
Q660001,Hermann Castle,castle,Estonia,EE,59.37556,28.20083,,,https://en.wikipedia.org/wiki/Hermann_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Narva%20asv2022-04%20img09%20Castle.jpg?width=1280,39,10921,440
Q275128,Caernarfon Castle,castle,Wales,GB-WLS,53.13931,-4.27689,1283,13th century,https://en.wikipedia.org/wiki/Caernarfon_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Castell%20Caernarfon%20yn%20y%20cyfnos%20yn%202023%20-%20Castell%20Caernarfon%2C%20Gwynedd%2C%20Wales%20at%20Dusk%20-%202023%2010.png?width=1280,39,107982,80
Q1768091,Kuressaare Castle,castle,Estonia,EE,58.24689,22.47929,,,https://en.wikipedia.org/wiki/Kuressaare_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kuressaare%20linnus%20%C3%B5hust.jpg?width=1280,39,11045,435
Q694782,Vaduz Castle,castle,Liechtenstein,LI,47.13944,9.52444,,,https://en.wikipedia.org/wiki/Vaduz_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Liechtenstein%20asv2022-10%20img22%20Vaduz%20Schloss.jpg?width=1280,39,57808,131
Q907052,Shuri Castle,castle,Japan,JP,26.21703,127.71948,1400,14th century,https://en.wikipedia.org/wiki/Shuri_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Naha%20Shuri%20Castle51s3s4200.jpg?width=1280,39,77827,100
Q616334,Vyšehrad,fortress,Czech Republic,CZ,50.06443,14.41764,,,https://en.wikipedia.org/wiki/Vy%C5%A1ehrad,https://commons.wikimedia.org/wiki/Special:FilePath/Praha%202%2C%20Pevnost%20Vy%C5%A1ehrad%2020170808%20014.jpg?width=1280,39,49922,152
Q69513,Pena Palace,palace,Portugal,PT,38.78778,-9.39056,1838,19th century,https://en.wikipedia.org/wiki/Pena_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20Nacional%20da%20Pena%20por%20Rodrigo%20Tetsuo%20Argenton%20%2839%29.jpg?width=1280,39,103233,82
Q2425839,Royal Palaces of Abomey,palace,Benin,BJ,7.18556,1.98806,,,https://en.wikipedia.org/wiki/Royal_Palaces_of_Abomey,https://commons.wikimedia.org/wiki/Special:FilePath/Abomey%202006%201.jpg?width=1280,39,12527,398
Q203797,"Eggenberg Castle, Graz",castle,Austria,AT,47.0739,15.3913,1635,17th century,"https://en.wikipedia.org/wiki/Eggenberg_Palace,_Graz",https://commons.wikimedia.org/wiki/Special:FilePath/17-10-26-Graz-Schlo%C3%9F-Eggenberg%20RR79497.jpg?width=1280,39,8128,545
Q848394,Lateran Palace,palace,Italy,IT,41.88667,12.50528,,,https://en.wikipedia.org/wiki/Lateran_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Western%20facade%20Palazzo%20del%20Laterano%202006-09-07.jpg?width=1280,39,71902,106
Q852429,Mukden Palace,palace,People's Republic of China,CN,41.79583,123.45,1625,17th century,https://en.wikipedia.org/wiki/Mukden_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Mukden%20Palace%20drone%20view%205%20%28cropped%20%26%20rotated%29.jpg?width=1280,39,30415,216
Q756830,Conwy Castle,castle,Wales,GB-WLS,53.28015,-3.82563,1283,13th century,https://en.wikipedia.org/wiki/Conwy_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Conwy-Castle-0006.jpg?width=1280,39,79272,99
Q622500,Château d'If,palace,France,FR,43.27986,5.32514,1527,16th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27If,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20d%27If%20%40%20Baie%20de%20Marseille%2001.jpg?width=1280,39,179922,68
Q56004,Princely Abbey of Corvey,palace,Germany,DE,51.77778,9.41,801,9th century,https://en.wikipedia.org/wiki/Princely_Abbey_of_Corvey,https://commons.wikimedia.org/wiki/Special:FilePath/Corvey%20Anlage%20vom%20Torhaus.jpg?width=1280,39,11021,438
Q865913,Edo Castle,castle,Japan,JP,35.68832,139.75439,1457,15th century,https://en.wikipedia.org/wiki/Edo_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Tokyo%20Imperial%20Palace%20Aerial%20photograph%202019.jpg?width=1280,39,112405,79
Q714783,Gripsholm Castle,castle,Sweden,SE,59.25611,17.21917,1537,16th century,https://en.wikipedia.org/wiki/Gripsholm_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Gripsholms%20slott%20view2.jpg?width=1280,38,18126,304
Q742767,Dublin Castle,castle,Ireland,IE,53.34311,-6.26739,1204,13th century,https://en.wikipedia.org/wiki/Dublin_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Dublin%20castle.JPG?width=1280,38,94625,89
Q206101,Rosenborg Castle,castle,Denmark,DK,55.68566,12.57748,1606,17th century,https://en.wikipedia.org/wiki/Rosenborg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Rosenborg%20Castle%20Copenhagen%201.jpg?width=1280,38,48792,157
Q848386,Palazzo Farnese,palace,Italy,IT,41.89469,12.47081,1515,16th century,https://en.wikipedia.org/wiki/Palazzo_Farnese,https://commons.wikimedia.org/wiki/Special:FilePath/Palais%20Farnese.jpg?width=1280,38,30001,222
Q161988,Hohenschwangau Castle,castle,Germany,DE,47.55583,10.73639,1837,19th century,https://en.wikipedia.org/wiki/Hohenschwangau_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Hohenschwangau%202021%20%28100MP%29.jpg?width=1280,38,57198,136
Q389269,Cité de Carcassonne,fortress,France,FR,43.20644,2.36379,,,https://en.wikipedia.org/wiki/Cit%C3%A9_de_Carcassonne,https://commons.wikimedia.org/wiki/Special:FilePath/Cit%C3%A9%20de%20Carcassonne.jpg?width=1280,38,45219,164
Q1075988,Louvre Palace,palace,France,FR,48.86103,2.33589,1190,12th century,https://en.wikipedia.org/wiki/Louvre_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Pavillon%20de%20Flore%2C%20Louvre%20Museum%2C%20Paris%205%20November%202019.jpg?width=1280,38,156177,74
Q389908,Château d'Amboise,palace,France,FR,47.41372,0.986,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27Amboise,https://commons.wikimedia.org/wiki/Special:FilePath/00%201292%20Ch%C3%A2teau%20d%27Amboise.jpg?width=1280,38,90587,92
Q613355,Kumamoto Castle,castle,Japan,JP,32.80606,130.70597,1601,17th century,https://en.wikipedia.org/wiki/Kumamoto_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kumamotojo.jpg?width=1280,38,42774,169
Q739612,Matsumoto Castle,castle,Japan,JP,36.23889,137.96917,1504,16th century,https://en.wikipedia.org/wiki/Matsumoto_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Matsumoto%20Castle05s5s4592.jpg?width=1280,38,67512,116
Q165069,Miramare Castle,castle,Italy,IT,45.70245,13.71232,1860,19th century,https://en.wikipedia.org/wiki/Miramare_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Castello%20di%20Miramare%20%28Trieste%29%20%287%29.jpg?width=1280,37,47497,162
Q557337,Royal Alcázar of Segovia,castle,Spain,ES,40.9525,-4.1325,1200,12th century,https://en.wikipedia.org/wiki/Alc%C3%A1zar_of_Segovia,https://commons.wikimedia.org/wiki/Special:FilePath/Panor%C3%A1mica%20Oto%C3%B1o%20Alc%C3%A1zar%20de%20Segovia.jpg?width=1280,37,85993,98
Q420810,Acrocorinth,castle,Greece,GR,37.89142,22.87092,-700,7th century BC,https://en.wikipedia.org/wiki/Acrocorinth,https://commons.wikimedia.org/wiki/Special:FilePath/Acrocorinto.jpg?width=1280,37,31938,211
Q1055311,Livadia Palace,palace,Ukraine,UA,44.46778,34.14361,1910,20th century,https://en.wikipedia.org/wiki/Livadia_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Livadia%20Palace%20Crimea.jpg?width=1280,37,41129,177
Q622438,Domus Aurea,palace,Italy,IT,41.89139,12.49528,64,1st century,https://en.wikipedia.org/wiki/Domus_Aurea,https://commons.wikimedia.org/wiki/Special:FilePath/Domus%20Aurea%20NEUTRA.png?width=1280,37,108130,88
Q756815,Beaumaris Castle,castle,Wales,GB-WLS,53.26491,-4.08957,1295,13th century,https://en.wikipedia.org/wiki/Beaumaris_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Castell%20Beaumaris%20Castle%2C%20Ynys%20Mon%20%28Anglesey%29%2C%20Wales%2044.png?width=1280,37,60439,134
Q562529,Namhansanseong,castle,South Korea,KR,37.47803,127.18419,,,https://en.wikipedia.org/wiki/Namhansanseong,https://commons.wikimedia.org/wiki/Special:FilePath/Khitai5.jpg?width=1280,36,18232,314
Q317096,Habsburg Castle,castle,Switzerland,CH,47.46254,8.18073,1020,11th century,https://en.wikipedia.org/wiki/Habsburg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Habsburg-Schloss.jpg?width=1280,36,126034,84
Q2375603,Kamianets-Podilskyi Castle,castle,Ukraine,UA,48.67333,26.5625,,,https://en.wikipedia.org/wiki/Kamianets-Podilskyi_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20w%20Kamie%C5%84cu%20Podolskim%202019.jpg?width=1280,36,15038,363
Q644464,Akershus Fortress,castle,Norway,NO,59.90661,10.73625,1300,13th century,https://en.wikipedia.org/wiki/Akershus_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/OSLO-NO-02%2005%20ubt.jpeg?width=1280,36,60047,142
Q1482013,Trakai Island Castle,castle,Lithuania,LT,54.6525,24.93306,,,https://en.wikipedia.org/wiki/Trakai_Island_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Trakai%20Island%20Castle%2C%202007.jpg?width=1280,36,50500,161
Q910189,Castillo de San Pedro de la Roca,fortress,Cuba,CU,19.96871,-75.8703,,,https://en.wikipedia.org/wiki/Castillo_de_San_Pedro_de_la_Roca,https://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20del%20Morro%20by%20Glogg%204.jpg?width=1280,36,4045,785
Q737517,Fort Sumter,fortress,United States,US,32.7525,-79.87444,1811,19th century,https://en.wikipedia.org/wiki/Fort_Sumter,https://commons.wikimedia.org/wiki/Special:FilePath/FortSumter2009.jpg?width=1280,36,221738,71
Q1740560,Palace of Shaki Khans,palace,Azerbaijan,AZ,41.20441,47.1976,1762,18th century,https://en.wikipedia.org/wiki/Palace_of_Shaki_Khans,https://commons.wikimedia.org/wiki/Special:FilePath/Shaki%20KhanPalace%20004%203718.jpg?width=1280,36,29578,234
Q1056152,Royal Palace of Amsterdam,palace,Netherlands,,52.37317,4.89136,1665,17th century,https://en.wikipedia.org/wiki/Royal_Palace_of_Amsterdam,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20Real%2C%20%C3%81msterdam%2C%20Pa%C3%ADses%20Bajos%2C%202016-05-30%2C%20DD%2007-09%20HDR.jpg?width=1280,36,55017,154
Q950970,Dover Castle,castle,England,GB-ENG,51.12827,1.3235,1179,12th century,https://en.wikipedia.org/wiki/Dover_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/1%20dover%20castle%20aerial%20panorama%202017.jpg?width=1280,36,85319,103
Q317091,Bellevue Palace,palace,Germany,DE,52.5175,13.35333,1786,18th century,"https://en.wikipedia.org/wiki/Bellevue_Palace,_Germany",https://commons.wikimedia.org/wiki/Special:FilePath/Berlin%20-%20Schloss%20Bellevue2.jpg?width=1280,36,17986,317
Q62364,Royal Pavilion,palace,England,GB-ENG,50.82236,-0.13772,1787,18th century,https://en.wikipedia.org/wiki/Royal_Pavilion,https://commons.wikimedia.org/wiki/Special:FilePath/Brighton%20royal%20pavilion%20Qmin.jpg?width=1280,36,132963,81
Q79217,Predjama Castle,castle,Slovenia,SI,45.8152,14.12759,,,https://en.wikipedia.org/wiki/Predjama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/El%20Castillo%20de%20Predjama.JPG?width=1280,35,55433,158
Q200693,Kroměříž Castle,castle,Czech Republic,CZ,49.30028,17.39306,,,https://en.wikipedia.org/wiki/Krom%C4%9B%C5%99%C3%AD%C5%BE_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Krom%C4%9B%C5%99%C3%AD%C5%BE%20z%C3%A1mek%201.jpg?width=1280,35,4740,740
Q744016,Konopiště Castle,castle,Czech Republic,CZ,49.77944,14.65667,1300,13th century,https://en.wikipedia.org/wiki/Konopi%C5%A1t%C4%9B_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Konopiste%20CZ%2002.jpg?width=1280,35,825,1170
Q55264655,Elmina Castle,castle,Ghana,GH,5.08275,-1.34807,1482,15th century,https://en.wikipedia.org/wiki/Elmina_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Elmina%20Castle%20-%20Ghana.jpg?width=1280,35,74694,123
Q573920,Jasna Góra Monastery,fortress,Poland,PL,50.8125,19.09722,1382,14th century,https://en.wikipedia.org/wiki/Jasna_G%C3%B3ra_Monastery,https://commons.wikimedia.org/wiki/Special:FilePath/Jasna%20G%C3%B3ra%20i%20otoczenie%2006.jpg?width=1280,35,31348,231
Q226103,Frederiksborg Palace,palace,Denmark,DK,55.935,12.30083,1620,17th century,https://en.wikipedia.org/wiki/Frederiksborg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Frederiksborg%20Slot%20i%20sol.jpg?width=1280,35,33903,215
Q700764,Ambras Castle,castle,Austria,AT,47.25667,11.43472,,,https://en.wikipedia.org/wiki/Ambras_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Ambras%20Park%20und%20Garten%2010.jpg?width=1280,35,30195,239
Q1130266,Lambeth Palace,palace,England,GB-ENG,51.49556,-0.11972,1435,15th century,https://en.wikipedia.org/wiki/Lambeth_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Lambeth%20Palace%20London%20240404.jpg?width=1280,35,71286,126
Q917702,Peleș Castle,castle,Romania,RO,45.35972,25.54278,1873,19th century,https://en.wikipedia.org/wiki/Pele%C8%99_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/01%20Chateau%20Peles.jpg?width=1280,35,110429,97
Q820872,Ca' d'Oro,palace,Italy,IT,45.44056,12.33389,1927,20th century,https://en.wikipedia.org/wiki/Ca%27_d%27Oro,https://commons.wikimedia.org/wiki/Special:FilePath/Ca%27%20d%27Oro%20facciata.jpg?width=1280,35,24748,261
Q867537,Norbulingka,palace,People's Republic of China,CN,29.65234,91.09532,,,https://en.wikipedia.org/wiki/Norbulingka,https://commons.wikimedia.org/wiki/Special:FilePath/Norbulinka.%20August%2C%201993.JPG?width=1280,35,33351,219
Q941276,Warwick Castle,castle,England,GB-ENG,52.2796,-1.58561,1068,11th century,https://en.wikipedia.org/wiki/Warwick_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Warwick%20Castle%20May%202016.jpg?width=1280,35,147195,86
